Project ID,Project Name,URL,URL2,Data Download,Last Date
5ElnO7qK6wuFe0DWsTS0,ssd,https://www.amazon.com/s?k=ssd&crid=294J0IP1MUHT6&sprefix=ssd%2Caps%2C434&ref=nb_sb_noss_1,https://www.aliexpress.com/af/ssd.html?d=y&origin=n&SearchText=ssd&catId=0&spm=a2g0o.best.1000002.0&initiative_id=SB_20220831175758,false,"09/01/2022, 14:03:48"
A6unYbxDUZoIrxEh70xb,test,"https://www.tomsguide.com/us/best-streaming-video-services,review-2625.html",,false,"08/29/2022, 12:10:18"
WbzmD8NLQ68DQg6LokIj,software dev search,https://www.seek.co.nz/software-developer-jobs,https://www.trademe.co.nz/a/jobs/search?search_string=software%20developer,false,"08/30/2022, 15:48:51"
r57jLe8KFsox16J5zOph,boats boats boats,https://www.trademe.co.nz/a/motors/boats-marine/motorboats,,false,"08/29/2022, 15:31:57"
