,projectId,projectName,URL,userInput,lastDate,dataDownload
0,eso1xJpJ7tO9YWaAPPmf,Seek.com Community Services,https://www.seek.co.nz/jobs-in-community-services-development,"['Youth Worker', 'Support Worker']","07/07/2022, 16:02:18",False
1,17q6uPMcm5grSgKxgopK,geeksforgeeks scrape,https://www.geeksforgeeks.org/,"['How to Learn Data Science in 10 weeks?', 'Interview Experience League 2022']","07/07/2022, 15:59:53",False
2,uePZxOk7YPo5RchhNDCs,Trademe-cars,https://www.trademe.co.nz/a/motors/cars,"['2014 Subaru XV', '2018 Isuzu D-Max']","07/26/2022, 14:33:32",False
